position,person,personID,start,end
President,Miguel Trovoada,Q504522,1995-08-21,2001-09-03
President,Fradique de Menezes,Q271012,2001-09-03,2003-07-16
President,Fernando Pereira,Q1281014,2003-07-16,2003-07-23
President,Fradique de Menezes,Q271012,2003-07-23,2011-09-03
President,Manuel Pinto da Costa,Q295049,2011-09-03,2016-09-03
President,Evaristo Carvalho,Q709734,2016-09-03,2021-10-02
President,Carlos Vila Nova,Q27982047,2021-10-02,
Prime Minister,Guilherme Posser da Costa,Q956967,1999-01-05,2001-09-26
Prime Minister,Evaristo Carvalho,Q709734,2001-09-26,2002-03-28
Prime Minister,Gabriel Costa,Q867590,2002-03-28,2002-10-07
Prime Minister,Maria das Neves,Q454046,2002-10-07,2004-09-18
Prime Minister,Damião Vaz d'Almeida,Q1158585,2004-09-18,2005-06-08
Prime Minister,Maria do Carmo Silveira,Q441483,2005-06-08,2006-04-21
Prime Minister,Tomé Vera Cruz,Q1286743,2006-04-21,2008-02-14
Prime Minister,Patrice Trovoada,Q459822,2008-02-14,2008-06-22
Prime Minister,Joaquim Rafael Branco,Q718450,2008-06-22,2010-08-14
Prime Minister,Patrice Trovoada,Q459822,2010-08-14,2012-12-12
Prime Minister,Gabriel Costa,Q867590,2012-12-12,2014-11-25
Prime Minister,Patrice Trovoada,Q459822,2014-11-25,2018-12-03
Prime Minister,Jorge Bom Jesus,Q57085436,2018-12-03,
Minister of Defence,Victor Monteiro,Q59535822,2002-03-28,2002-10-07
Minister of Defence,Fernando Daqua,Q28105143,2002-10-07,2003-08-01
Minister of Defence,Óscar Sousa,Q5574245,2003-08-09,2008-06-22
Minister of Defence,Elsa Teixeira Pinto,Q42626636,2008-06-22,2010-08-14
Minister of Defence,Raul Cravid,Q7296154,2008-06-22,2010-08-14
Minister of Defence,Carlos Olímpio Stock,Q59572738,2010-08-14,2012-12-05
Minister of Defence,Óscar Sousa,Q5574245,2012-12-12,2014-11-24
Minister of Defence,Armindo Ramos,Q27986398,2014-11-25,2016-10-18
Minister of Defence,Carlos Olímpio Stock,Q59572738,2014-11-25,2016-10-18
Minister of Defence,Armindo Ramos,Q27986398,2016-10-18,2018-12-03
Minister of Defence,Óscar Sousa,Q5574245,2018-12-03,2021-08
Minister of Defence,Jorge Bom Jesus,Q57085436,2021-08,2022-02-02
Minister of Defence,Jorge Amado,Q106904935,2022-02-02,
Minister of Foreign Affairs,Paulo Jorge Espirito Santo,Q28497473,1999-07,2000-04-05
Minister of Foreign Affairs,Joaquim Rafael Branco,Q718450,2000,2001
Minister of Foreign Affairs,Patrice Trovoada,Q459822,2001,2002-02
Minister of Foreign Affairs,Mateus Meira Rita,Q6786672,2002-02,2002-03-08
Minister of Foreign Affairs,Alda Bandeira,Q4713407,2002-03-08,2002-10-07
Minister of Foreign Affairs,Mateus Meira Rita,Q6786672,2002-10-07,2004-03-08
Minister of Foreign Affairs,Óscar Sousa,Q5574245,2004-03-08,2004-03-30
Minister of Foreign Affairs,Ovídio Manuel Barbosa Pequeno,Q3358982,2004-03-30,2006-01-16
Minister of Foreign Affairs,Óscar Sousa,Q5574245,2006-01-16,2006-04
Minister of Foreign Affairs,Carlos Gustavo dos Anjos,Q2939360,2006-04-21,2007-11-20
Minister of Foreign Affairs,Ovídio Manuel Barbosa Pequeno,Q3358982,2007-11-20,2008
Minister of Foreign Affairs,Carlos Tiny,Q447911,2008-06,2010-08
Minister of Foreign Affairs,Manuel Salvador dos Ramos,Q28497468,2010-08,2012-12-12
Minister of Foreign Affairs,Natália Pedro da Costa Umbelina Neto,Q28497470,2012-12-12,2014-11-24
Minister of Foreign Affairs,Manuel Salvador dos Ramos,Q28497468,2014-11,2016-10-18
Minister of Foreign Affairs,Urbino Botelho,Q27986410,2016-10-18,2018-12-03
Minister of Foreign Affairs,Elsa Teixeira Pinto,Q42626636,2018-12-03,2020-09-19
Minister of Foreign Affairs,Edite Ten Jua,Q99510744,2020-09-19,
Minister of Justice,Paulo Jorge Rodrigues Espírito Santo,Q114667730,1996,2000
Minister of Justice,Alberto Paulino,Q28497471,1999,2001
Minister of Justice,José Paquete D'Alva Teixeira,Q114667729,2001,2002
Minister of Justice,Alda Alves de Melo dos Santos,Q111575515,2002,2002
Minister of Justice,Justino Veiga,Q26791754,2003,2004
Minister of Justice,Elsa Teixeira Pinto,Q42626636,2004,2006
Minister of Justice,Justino Veiga,Q26791754,2006,2008
Minister of Justice,Jose Carlos Barreiro,Q6279294,2008,2008
Minister of Justice,Elísio D'Alva Teixeira,Q114667725,2010,2012
Minister of Justice,Justino Veiga,Q26791754,2010,2010
Minister of Justice,Edite Ten Jua,Q99510744,2012,2014
Minister of Justice,Roberto Raposo,Q114667731,2014,2015
Minister of Justice,Ilza Amado Vaz,Q114667727,2016,2018
Minister of Justice,Ivete Santos Lima Correia,Q114667728,2018,2022
Minister of Justice,Cilcio dos Santos,Q99511621,2022,2022
ambassador to Portugal,Gabriel Costa,Q867590,2000,2002
